cnpj_basico;cnpj_ordem;cnpj_dv;identificador_matriz_filial;nome_fantasia;situacao_cadastral;data_situacao_cadastral;motivo_situacao_cadastral;nome_cidade_exterior;pais;data_inicio_atividade;cnae_fiscal_principal;cnae_fiscal_secundaria;tipo_logradouro;logradouro;numero;complemento;bairro;cep;uf;municipio;ddd_1;telefone_1;ddd_2;telefone_2;ddd_fax;fax;correio_eletronico;situacao_especial;data_situacao_especial
08343492;1254;10;2;SPAZIO BARAO DO RIO BRANCO;02;20250922;00;;;2025-09-22;4110700;;RUA;PROFESSOR PLINIO GARCEZ DE SENA;48;COND. SPAZIO BARAO DO RIO BRANCO;MUSSURUNGA;41481000;BA;3849;;;;;;;;;
62843174;0001;73;1;J.G.B CONSTRUTORA;02;20250922;00;;;2025-09-22;4120400;4222701,4299599,4321500,4322302,4330401,4330402,4330403,4330404,4330499;RUA;RUBENS FRANCISCO DIAS;396;;PAPAGAIO;44059370;BA;3515;75;91393679;;;;;PREMIUM.CONTABILIDADE1@HOTMAIL.COM;;
58224131;0002;13;2;KASA ZANZIBAR;02;20250923;00;;;2025-09-23;4110700;;RUA;DA FOCA;SN;LOTEAMENTO PRAIA DO FORTE, QD 37, LT 01;PRAIA DO FORTE;48280000;BA;3721;;;;;;;;;
62916992;0001;59;1;CONSTRUTORA CARVALHO;02;20250926;00;;;2025-09-26;4120400;4213800,4313400;RUA;TITO NUNES DE SOUZA;12;;JARDIM FLORIDA;48900600;BA;3669;74;88195665;;;;;UNIAOCONTABILIDADE2017@OUTLOOK.COM;;
62918653;0001;01;1;LMR CONSTRUTORA;02;20250926;00;;;2025-09-26;4120400;4211101,4520001,4930202,7711000,7732201;AVENIDA;SANTOS DUMONT;1883;SALA  532                 ANDAR 5;CENTRO;42702400;BA;3685;71;92585621;;;;;LARI382570@GMAIL.COM;;
62919382;0001;09;1;VKR RAVIMANA EMPREENDIMENTOS;02;20250926;00;;;2025-09-26;4110700;6810201,6810202;RUA;DOUTOR JOSE PEROBA;000275;      EDIF METROPOLIS           EMPRESARIAL SALA          103;STIEP;41770235;BA;3849;75;81737799;;;;;RENATA@GUJAO.COM.BR;;
62919745;0001;06;1;MIRA PRAIA DA ESPERA ITACIMIRIM;02;20250926;00;;;2025-09-26;4110700;;ALAMEDA;SALVADOR;001057;      EDIF SALVADOR             SHOPPING BUSINESS         TORRE EUROPA SALA         1602;CAMINHO DAS ARVORES;41820790;BA;3849;71;91299161;;;;;LUCAS_VIANA@HOTMAIL.COM;;
62943698;0001;36;1;CASA MARINA INCORPORACAO;02;20250929;00;;;2025-09-29;4110700;;RUA;VIRIATO LOBO;2;ANDAR 1;CAJUEIRO;44430540;BA;3873;75;98890308;;;;;GABRIELCAEC@GMAIL.COM;;
63001876;0001;72;1;;02;20251002;00;;;2025-10-02;4120400;4313400,4399101;RUA;PROFESSOR ROMULO ALMEIDA;38;EDIF  EXECUTIVE CENTER    SALA  103 E 104;ACUPE;40290030;BA;3849;71;99989058;;;;;FISCAL@ANDREGUIMARAES.COM.BR;;
63007135;0001;07;1;;02;20251002;00;;;2025-10-02;4110700;4120400;AVENIDA;TANCREDO NEVES;000274;      EDIF CENTRO               EMPRESARIAL               IGUATEMI BLOCO B          SALA 813;CAMINHO DAS ARVORES;41820020;BA;3849;71;34506291;;;;;FISCAL@GVFEMPREENDIMENTOS.COM.BR;;
63009614;0001;54;1;GUS CONSTRUTORA;02;20251002;00;;;2025-10-02;4120400;4110700;ALAMEDA;DOS PINHEIROS;1B;;VILLAGE III - SEDE;45810000;BA;3807;73;32881277;;;;;PEDRO.VELOSOCONTABILIDADE@GMAIL.COM;;
63050731;0001;61;1;S1 EMPREENDIMENTOS;02;20251006;00;;;2025-10-06;4120400;4110700;AVENIDA;TANCREDO NEVES;000274;      EDIF CENTRO               EMPRESARIAL               IGUATEMI SALA 533;CAMINHO DAS ARVORES;41820020;BA;3849;71;91690054;;;;;ERIC.S17@HOTMAIL.COM;;
63125766;0001;12;1;RAVI CONSTRUTORA;02;20251009;00;;;2025-10-09;4120400;4213800,4222701,4299599,4313400,4319300,4399101,4399199,4923002,7711000,7732201,7732202,8121400;PRACA;JOAO MARINHO FALCAO;56;SALA  101;CHACARA SAO COSME;44004168;BA;3515;71;92253003;;;;;MIRANDACONSULTORIA10@YAHOO.COM.BR;;
63168300;0001;02;1;ANDRADE CASTRO CONSTRUTORA;02;20251013;00;;;2025-10-13;4120400;;RUA;ZEFERINO CORREIA;336;SALA  305;CENTRO;45000520;BA;3965;77;81139389;77;34243062;77;34243117;JC-BRASIL@UOL.COM.BR;;
63186364;0001;28;1;DFS EMPREENDIMENTOS;02;20251014;00;;;2025-10-14;4110700;0161099,0162899,3811400,3812200,3832700,3839499,4120400,4211101,4212000,4213800,4292801,4311801,4312600,4313400,4319300,4321500,4322301,4329104,4330402,4330404,4330405,4330499,4399102,4399103,4511101,4511102,4923002,4924800,4929901,5011402,5212500,6463800,6810201,6810203,7711000,7719599,7721700,7732201,7732202,7739099,8129000,8130300,9329899;AVENIDA;PADRE ANCHIETA;128;      SALA 01;SAO LOURENCO;45992090;BA;3993;73;99710771;;;;;TAYRONERIBEIRO@HOTMAIL.COM;;
63293082;0001;20;1;ECOSOL ENERGY;02;20251021;00;;;2025-10-21;4120400;3317101,3321000,4211101,4213800,4221901,4221902,4222701,4223500,4291000,4292801,4292802,4299501,4299599,4312600,4313400,4319300,4321500,4329104,4329199,4391600,4399101,4399103,4399104,4399105,4520005,4921301,4923002,4924800,4929902,4930201,5212500,5221400,5223100,5229002,5231101,5231102,6319400,7111100,7112000,7119703,7420002,7711000,7739099,8129000,8219999,8299707;RUA;JOAO FELIX DE JESUS;54;;CENTRO;44565000;BA;3049;75;88643757;;;;;ECOSOLENERGYSUSTENTAVEL@GMAIL.COM;;
63319692;0001;55;1;BM ENGENHARIA;02;20251022;00;;105;2025-10-22;4120400;4110700,4330401,4321500,4322301,4213800,4313400,4319300;AVENIDA;RIO BRANCO;1550;SALA  01;JOAQUIM ROMÃO;45201262;BA;3661;11;82690000;0000;00000000;;;TULIOBARROS99@HOTMAIL.COM;;
63331020;0001;65;1;CNV CONSTRUTORA;02;20251023;00;;;2025-10-23;4120400;6810201;RUA;CONSTANCIA DA SILVA DOURADO;SN;;COOPIRECE;44860370;BA;3593;74;99824609;;;;;DDEIVISON640@GMAIL.COM;;
63351348;0001;43;1;;02;20251024;00;;;2025-10-24;4110700;3702900,4120400,4213800,4221902,4221904,4222701,4222702,4292801,4292802,4299501,4311802,4313400,4319300,4321500,4322301,4322302,4322303,4329101,4329103,4329104,4329199,4330401,4330402,4330403,4330404,4330499,4391600,4399101,4399102,4399103,4399105,4399199,6810201,6810203,7111100,7112000,7732201,8130300;AVENIDA;SETE DE SETEMBRO;1883;EDIF  ALIVE ALIVE         SALA  101;VITORIA;40080002;BA;3849;71;33580047;;;;;DONA@DONAINCORPORACOES.COM.BR;;
63426925;0001;19;1;4K CONSTRUTORA E EMPRENDIMENTOS;02;20251029;00;;;2025-10-29;4120400;4321500,7112000;AVENIDA;JURACY MAGALHAES;3340;ANDAR 14  SALA 1401;FELICIA;45055902;BA;3965;77;34223560;77;34218176;;;4KCONSTRUTORA2025@GMAIL.COM;;
63451020;0001;07;1;GRBS CONSTRUTORA E PREMOLDADOS;02;20251031;00;;;2025-10-31;4120400;0161002,2330301,4211101,4211102,4213800,4222701,4222702,4299501,4313400,4321500,4322301,4322302,4330403,4330404,4330499,4399103,7112000,7732201,7739003,8121400,8129000,8130300;ESTRADA;DO MANDACARU;SN;      MARGENS DA BR 116;ZONA  RURAL - 01;48700000;BA;3909;75;92878820;;;;;RITIELLE3@GMAIL.COM;;
63453710;0001;97;1;AUREN ENGENHARIA;02;20251031;00;;;2025-10-31;4120400;4399101,7112000;RUA;CORIBE;000003;SALA  01;JARDIM DAS MARGARIDAS;41502365;BA;3849;71;91159679;;;;;FELIPE@PLESSIM.COM.BR;;
63482499;0001;30;1;;02;20250723;00;;;2025-07-23;4120400;4110700;RUA;PINHEIRO MACHADO;120;;CAPUCHINHOS;44076030;BA;3515;75;30210794;;;;;ADMLIDER@PEDRACONSTRUTORA.COM.BR;;
63540706;0001;66;1;;02;20251106;00;;;2025-11-06;4120400;4110700,6810201,7112000;AVENIDA;JURACY MAGALHAES JUNIOR;000784;EDIF  COMERCIAL BAUHAUS   SALA  0401;RIO VERMELHO;41940060;BA;3849;71;36465400;;;;;KUBO@KUBO.COM.BR;;
63543499;0001;01;1;;02;20251106;00;;;2025-11-06;4120400;4311801,4311802,4313400,4330404,4391600,7112000,7732201,7732202,7739099;RUA;BEIRA RIO;238;TERREO;BANCO RASO;45605600;BA;3597;73;36130096;;;;;RECONTECCONTABILIDADE@HOTMAIL.COM;;
63585489;0001;20;1;PINTE NO TOM;02;20251110;00;;105;2025-11-10;4120400;4330405,4399103;AVENIDA;PORTO DOS MASTROS;000300;       EDIF SHOPPING             GOLDEN CENTER I          LOJA 18;RIBEIRA;40421520;BA;3849;71;88322404;0000;00000000;;;CONTABILIDADEAP@OUTLOOK.COM.BR;;
63640571;0001;00;1;ORIGEM PROJETOS E CONSTRUCOES;02;20251112;00;;;2025-11-12;4120400;7112000;PRACA;MELQUIADES CAIRES;160;SALA  103;CENTRO;46650000;BA;3355;88;98063914;;;;;ENGIZAIAS.JR98@GMAIL.COM;;
63669409;0001;15;1;VILA TAIPU;02;20251114;00;;;2025-11-14;4110700;4120400,4213800,4299599,6810201;RUA;JOAO CHAGAS ORTINS DE FREITAS;577;EDIF  MAIS EMPRESARIAL    SALA  1403;BURAQUINHO;42710610;BA;3685;71;32880196;;;;;ARAUJO.JARAUJOS@GMAIL.COM;;
63739520;0001;30;1;CONSTRUTORA RESENDE;02;20251119;00;;;2025-11-19;4120400;4321500,4322301,4330401,4330404,4330405;RUA;ARTUR LIDIO DE CARVALHO;116;;REDENCAO;45994099;BA;3993;73;99949633;;;;;SERTECGILMAR@GMAIL.COM;;
63756248;0001;05;1;PLR CONSTRUTORA;02;20251121;00;;;2025-11-21;4120400;4321500,4322301,4330404,4391600,4399101,4399102,4399103,4399105,4399199,7111100,7112000,7490104;RUA;SONIA BARRADAS;14E;CASA  TERREO;NOVA BRASILIA;41350500;BA;3849;71;93143658;;;;;NASCIMENTOCONTABILIDADEBA@GMAIL.COM;;
63799657;0001;80;1;BARRETO ENGENHARIA;02;20251125;00;;;2025-11-25;4120400;4299501,4299599,4399199,7112000,8599604;RUA;DOUTOR SABINO SILVA;821;      SALA 8 I;CENTRO;44001264;BA;3515;74;99942560;;;;;ENGERICKBARRETO@GMAIL.COM;;
63821735;0001;04;1;IPANEMA EXCLUSIVE;02;20251126;00;;;2025-11-26;4120400;;AVENIDA;TANCREDO NEVES;SN;      LOTEAMENTO IPANEMA 3      AGUAS DE OLIVENCA;OLIVENCA;45660500;BA;3573;73;91063061;;;;;SOARESFILHO.CONTABILIDADE@GMAIL.COM;;
31749522;0024;00;2;BELA VISTA RESIDENCIAL;02;20251127;00;;;2025-11-27;4110700;;RUA;THOMAZ GONZAGA;40;;PERNAMBUES;41100183;BA;3849;;;;;;;;;
63439567;0001;89;1;CONSTRUTORA AURINO;02;20251030;00;;;2025-10-30;4120400;4211101,4213800,4321500,4329199,4330402,4330404,4330405,4399101,4399199,4744099;PRACA;MILTON BULCAO;10;SALA  06;MALEMBA;43805660;BA;3429;71;97389244;;;;;ANDRADEHENRIQUE123456@GMAIL.COM;;
63981790;0001;53;1;AIC AUTOMACAO INDUSTRIAL & CONSTRUCAO;02;20251209;00;;;2025-12-09;4120400;3321000,4321500,4330404,4399103,6209100,7112000,9511800;RUA;ROMANOS;242;;MANGABEIRA;44057364;BA;3515;75;81179832;;;;;TECAIC@HOTMAIL.COM;;
64039640;0001;98;1;ALL REFORMAS;02;20251211;00;;;2025-12-11;4120400;4213800,4292802,4311801,4321500,4330401,4330402,4330404,4391600,4399101,4399103,7112000;RUA;AYRTON SENNA;40;;TRIUNFO II;45848000;BA;3279;11;93144045;11;;;;DPCONTABILIDADE@BOL.COM.BR;;
64054709;0001;52;1;PIXOTE CONSTRUCOES E ENGENHARIA;02;20251212;00;;;2025-12-12;4120400;4213800,4299501,4330499,7112000;AVENIDA;CHICO GATO;SN;LOTE  13 QUADRA A               LOT. SANTO ANT;CENTRO;48540000;BA;3663;75;98149922;;;;;ALDEIRALVES1984@GMAIL.COM;;
64088975;0001;04;1;NERES & OLIVEIRA EMPREENDIMENTOS IMOBILIARIOS;02;20251217;00;;;2025-12-17;4120400;4213800,4311801,4311802,4313400,4329104,4391600,4399102,4399104,6810201,7732201,7732202,8130300;RUA;BLUMENAU;52;SALA  01;FREI CALIXTO;45810000;BA;3807;73;99856778;;;;;NERESOLIVEIRA73@GMAIL.COM;;
64095069;0001;29;1;RESERVA DA ESPERA EMPREENDIMENTO IMOBILIARIO;02;20251217;00;;;2025-12-17;4110700;4120400,6810201;AVENIDA;LUIS VIANA FILHO;013223;      EDIF HANGAR               BUSINESS PARK             HANGAR 1 SALA 101;SAO CRISTOVAO;41500300;BA;3849;71;97027166;71;99702716;;;CONTATO@INVESTOGETHER.COM;;
64144503;0001;13;1;OLE CONSTRUCOES;02;20251222;00;;;2025-12-22;4120400;4222701,4313400,4330404,4399199,7112000,7732201;RUA;OSVALDO CRUZ;12;;CENTRO;45740000;BA;3519;73;30465854;;;;;GEOVANION@HOTMAIL.COM;;
52651370;0002;73;2;VIVERE BLU;02;20251223;00;;;2025-12-23;4110700;;RUA;PROFESSOR CASSILANDRO BARBUDA;315;QUADRA 28 LOTES 21 E 22;COSTA AZUL;41760110;BA;3849;;;;;;;;;
51356297;0002;44;2;CONQUISTA LAURO DE FREITAS;02;20251229;00;;;2025-12-29;4110700;;AVENIDA; PROFESSOR THEOCRITO BATISTA;417;LOTEAMENTO QUINTAS DO PIQUAIA;CAJI;42721810;BA;3685;;;;;;;;;
64297224;0001;90;1;CONSTRUAGRO;02;20260106;00;;;2026-01-06;4120400;4399102,7711000;TRAVESSA;CASTRO ALVES;38;;CENTRO;48880000;BA;3861;75;91374638;;;75;32632584;CONSTRUAGRO53@HOTMAIL.COM;;
64343086;0001;38;1;ARCOS CONSTRUTORA;02;20260105;00;;105;2026-01-05;4120400;3329501,3811400,4211101,4213800,4222701,4292801,4311802,4312600,4313400,4321500,4322301,4322302,4330401,4330402,4330404,4391600,4399101,4399103,7119703;AVENIDA;DOS PASSAROS;600;;MUCHILA;44005605;BA;3515;75;98587202;;;;;MARCELO_ARAUJO98@HOTMAIL.COM;;
64370591;0001;71;1;CS PROJETOS DE CONSTRUCOES & REFORMA;02;20260109;00;;;2026-01-09;4120400;4330404,4330499,7732201,7732202;AVENIDA;TANCREDO NEVES;001632;      EDIF SALVADOR TRADE       CENTER TORRE SUL          SALA 404;CAMINHO DAS ARVORES;41820020;BA;3849;71;81510335;;;;;SANTOSCARLITO06@GMAIL.COM;;
64424277;0001;24;1;VTR CONSTRUCOES E ENGENHARIA;02;20251204;00;;;2025-12-04;4120400;4213800,4311802,4321500,4322301,4330401,4330403,4330404,4330405,4399101,4399103,7112000,7119703,7119799,7732201,7732202,8121400;AVENIDA;ANTONIO VALVERDE BASTOS;SN;;BARREIRO;48022045;BA;3313;71;99359768;;;;;VTRCONSTRUCOES.ENGENHARIA@GMAIL.COM;;
64565502;0001;42;1;;02;20260112;00;;;2026-01-12;4110700;4120400,5221400,6462000,6810201,6810202,7112000,7312200;AVENIDA;LUIS VIANA FILHO;013223;      EDIF HANGAR               BUSINESS PARK             HANGAR 6 SALA 420;SAO CRISTOVAO;41500300;BA;3849;11;34657014;;;;;CSCPARALEGAL@OR.COM.BR;;
64573018;0001;65;1;;02;20251124;00;;;2025-11-24;4120400;;AVENIDA;LUIS VIANA FILHO;13223;EDIF  HANGAR BUSINESS PARK      HANGAR 4            SALA  706;SAO CRISTOVAO;41500300;BA;3849;71;30183678;;;;;COMPAC@COMPACENGENHARIA.COM.BR;;
64592380;0001;83;1;ALMEIDA SILVA CONSTRUTORA;02;20260116;00;;;2026-01-16;4120400;1622699,4222701,4313400,4321500,4330401,4330403,4330404,4330405,4330499,4391600,4399199,7732201;RUA;H;114;;TOMBA;44092252;BA;3515;75;88714845;;;;;THIAGO-T@HOTMAIL.COM;;
64619346;0001;55;1;VCA ALQUIMIA II VITORIA DA CONQUISTA;02;20260115;00;;;2026-01-15;4110700;4120400,6810201,6810202,6810203,6822600;AVENIDA;OLIVIA FLORES;1265;SALA  133;CANDEIAS;45028610;BA;3965;77;30251201;;;;;CONTABILIDADE@VCACONSTRUTORA.COM.BR;;
64751025;0001;00;1;BELLA CASA CONSTRUCOES;02;20260126;00;;105;2026-01-26;4120400;4321500,4330404,4322301;AVENIDA;ALIOMAR BALEEIRO;2515;EDIF  GOLF CENTER;VILA CANARIA;41390710;BA;3849;71;99491321;0000;00000000;;;ISLANDIODESOUZAPEREIRA@GMAIL.COM;;
40011437;0002;26;2;SETI CONSTRUCOES E SERVICE;02;20260203;00;;;2026-02-03;4120400;4211101,4213800,4222701,4299501,4313400,4321500,7112000,7119701,7119703,7119704,7490199,7732201,8130300;RUA;DILSON DA SILVA LEITE;61;;NOVO BRUMADO - SEDE;46117228;BA;3391;38;91863061;;;;;SERCONCONTABIL@LIVE.COM;;
64942053;0001;04;1;HABITEC;02;20260203;00;;;2026-02-03;4120400;2330301,2330399,3811400,4211101,4211102,4213800,4221902,4221904,4222701,4223500,4313400,4321500,4322301,4322302,4322303,4329104,4330404,4330499,4391600,4399101,4399103,4399104,4744099,4923002,7020400,7112000,7119703,7119704,7711000,7732201,7810800,8121400,8122200,8130300,8211300,8599604;RUA;ARNALDO AZEVEDO;17;;CENTRO;45550000;BA;3945;73;88052186;;;;;ESTARC@BOL.COM.BR;;
64962570;0001;45;1;IAB CONSTRUCOES;02;20260126;00;;;2026-01-26;4120400;6810201;RODOVIA;ALCABACA A CARAVELAS;SN;      KM 01                     BA 001                    ANEXO 01;TREVO DE ALCOBACA;45910000;BA;3315;73;88159191;;;;;CONTABILIDADEDIBAI@GMAIL.COM;;
64976063;0001;60;1;AS NORDESTE;02;20260205;00;;105;2026-02-05;4120400;4213800,4222701,4292801,4299501,4313400,4321500,4399102,7711000,7732201,8121400;RUA;13 DE MAIO;54;;CENTRO;45810000;BA;3807;73;91587357;0000;00000000;;;ADMASNORDESTE@GMAIL.COM;;
65038269;0001;02;1;ALTHOS ENGENHARIA;02;20260209;00;;;2026-02-09;4120400;3811400,3812200,4211101,4212000,4213800,4222701,4291000,4292801,4299501,4311801,4313400,4321500,4322301,4322303,4399101,7020400,7112000,7119701,7732201,8122200,8129000,8130300;AVENIDA;GONCALVES LEDO;19;TERREO;BELA VISTA;45990160;BA;3993;73;99140375;;;;;SSC.ENG@HOTMAIL.COM;;
65049972;0001;16;1;ERGOESTATE PROJETOS SCP;02;20250630;00;;;2025-06-30;4110700;;RUA;FRANCISCO DAS MERCES;1025;EDIF  EMP. PORTO BELLO    SALA  05;BURAQUINHO;42709290;BA;3685;11;99313474;;;;;JM@GRUPOERGO.COM.BR;;
65123235;0001;16;1;DONATO RESIDENCE;02;20260212;00;;;2026-02-12;4120400;4110700;RUA;WENCESLAU BRAZ;796;;QUEIMADINHA;44050042;BA;3515;75;81887310;;;;;ADMIN@FSOUZAINCORP.COM;;
65197570;0001;69;1;;02;20251124;00;;;2025-11-24;4120400;;AVENIDA;LUIS VIANA FILHO;132230;;SAO CRISTOVAO;41500300;BA;3849;71;30183678;;;;;COMPAC@COMPACENGENHARIA.COM.BR;;
65258019;0001;88;1;BATISTA ENGENHARIA E SERVICOS;02;20260223;00;;;2026-02-23;4120400;4213800,4292801,4311801,4311802,4313400,4321500,4322301,4322302,4330401,4330402,4330404,4330405,4330499,4391600,4399103,4924800,5620102,7112000,7711000,7732201,7732202,7739003,8230001,9001902,9001906;RUA;27 DE SETEMBRO;89B;;LOMANTO JUNIOR;45550000;BA;3945;73;99118971;;;;;LUIZCRISTIANBATISTA@GMAIL.COM;;
65263829;0001;22;1;JEAN CONSTRUTORA;02;20260209;00;;;2026-02-09;4120400;4222701,4292801,4299501,4299599,4311801,4313400,4321500,4329101,4329104,4330404,4330499,4399101,7112000,7732201,7739099;ESTRADA;GREGORIO PARA CANCELAS;300;;GREGORIO;48860000;BA;3817;75;98228847;;;;;OKCONTABIL@HOTMAIL.COM;;
36584086;0002;75;2;CONDOMINIO VARANDAS DO SABIA;02;20260224;00;;;2026-02-24;4110700;;RUA;CANTO DO SABIA;SN;;BARRA DO JACUIPE;42841346;BA;3413;;;;;;;;;
65324810;0001;49;1;;02;20260223;00;;;2026-02-23;4120400;4211101,4213800,4321500,4322301,4330403,4330405,4399103,4399199,7711000,7732201;RUA;JONATAS BOAZ LIMA BRITTO;168;SALA  01;UNIVERSITARIO;47864442;BA;1112;77;99928602;;;;;DAVI-CONTABILIDADE@OUTLOOK.COM;;
65344628;0001;50;1;BM EMPREENDIMENTOS IMOBILIARIOS;02;20260226;00;;;2026-02-26;4120400;4211101,4211102,4212000,4213800,4221901,4221902,4221903,4221904,4221905,4222701,4222702,4223500,4291000,4292801,4292802,4299501,4299599,4311801,4311802,4312600,4313400,4319300,4321500,4322301,4322302,4322303,4329101,4329102,4329103,4329104,4329105,4329199,4330401,4330402,4330403,4330404,4330405,4330499,4391600,4399101,4399102,4399103,4399104,4399105,4399199,7111100,7112000,7119701,7119702,7119703,7119704,7119799,7120100,7490103,7490104;RUA;DARIO AMORIM;204;;CENTRO;45122094;BA;3357;11;77285051;;;;;BS5907584@GMAIL.COM;;
65355474;0001;00;1;;02;20260224;00;;;2026-02-24;4110700;6810201,6810202;RUA;DOUTOR JOSE PEROBA;000349;      EDIF EMPRESARIAL          COSTA AZUL SALA 101;STIEP;41770235;BA;3849;71;81383445;;;;;ANDREAVMMAIA@GMAIL.COM;;
50607491;0001;01;1;BTS EMPREENDIMENTOS;02;20230509;00;;;2023-05-09;4120400;4110700;AVENIDA;LUIS VIANA FILHO;013223;      EDIF HANGAR               BUSINESS PARK             HANGAR 5 SALA 514 E       515;SAO CRISTOVAO;41500300;BA;3849;71;33776938;;;;;FINANCEIRO@BARBOSATINEL.COM.BR;;
50624541;0001;69;1;MUCUGE 01 EMPREENDIMENTO IMOBILIARIO SPE LTDA;02;20230510;00;;;2023-05-10;4120400;4110700,6810201;AVENIDA;LUIS VIANA FILHO;006462;EDIF  WALL STREET         EDIF  MALL                SALA  0025;PATAMARES;41680400;BA;3849;71;99599300;;;;;GPRSERVICOSADM@GMAIL.COM;;
50638770;0001;32;1;;02;20230511;00;;;2023-05-11;4110700;6810201,6810202;RUA;DAS VIOLETAS;43;;TAIPU DE FORA - TAIPU DE FORA;45520000;BA;3715;73;99960790;;;;;LUISCOSTA@ESCRITORIODELUIS.COM.BR;;
50838295;0001;48;1;;02;20230526;00;;;2023-05-26;4120400;;AVENIDA;SANTOS DUMONT;1883;SALA  519;CENTRO;42702400;BA;3685;71;99999999;;;;;AMCOMERCIALLL@GMAIL.COM;;
50841729;0001;69;1;FALCOES ENGENHARIA;02;20230526;00;;;2023-05-26;4120400;7112000;RUA;DA GRECIA;000006;      EDIF CONDOMINIO           EDIFICIO DELTA SALA       504;COMERCIO;40010010;BA;3849;71;96169227;;;;;MARIOWILSONFILHO@GMAIL.COM;;
34318280;0002;83;2;CENTRAL CONSTRUCAO;02;20230605;00;;;2023-06-05;4120400;4321500,4322301,4330404;AVENIDA;MARIO COMINI;285;GALPAO;VILA BEATA;45807000;BA;3855;73;36721063;;;;;LUCIMEIRECONCEICAO2020@GMAIL.COM;;
51140315;0001;75;1;EUROTECH MANUTENCAO;02;20230621;00;;105;2023-06-21;4120400;3314708,3314713,3314799,4222701,4223500,4321500,4322301,4322302,4322303,4329105,6810201,7112000,7119703;RUA;CAMPOS SALES;16;      VILA ELZA OPENMALL 2LOJA  21;CENTRO;44330000;BA;3885;75;81540430;;;;;DSMASSESSORIA@HOTMAIL.COM;;
21580655;0003;18;2;EDIFICIO CINEASTA OSCAR SANTANA;02;20230529;00;;;2023-05-29;4110700;;RUA;ARACAJU;161;      LOTEAMENTO JARDIM BR;BARRA;40140360;BA;3849;71;88021167;71;36761378;;;MCARDOSO@ARCENGENHARIA.COM.BR;;
50975266;0002;09;2;;02;20230626;00;;;2023-06-26;4120400;;RODOVIA;BA 001  TRANCOSO/ARRAIAL D AJUDA;KM 18;CASA  92;TRANCOSO;45818000;BA;3807;31;39727548;;;;;IVAN@CONEDI.COM.BR;;
51238311;0001;24;1;SMART RESIDENCE;02;20230629;00;;;2023-06-29;4120400;4311801,4399103,4399199,6810201;ESTRADA;NOVA DA VOLTA;12;;NOVA BRASILIA;44245000;BA;3469;75;91615025;;;;;JARBASFEITOSA2@HOTMAIL.COM;;
51300444;0001;83;1;DGO ENGENHARIA;02;20230705;00;;105;2023-07-05;4120400;7112000,4321500,4322301,4330404,4399199,4399101;RUA;DOUTOR JOSE PEROBA;000297;SALA  1707;STIEP;41770235;BA;3849;15;96983731;0000;00000000;;;LEGALIZACAO@ANALITICABPO.COM.BR;;
48245550;0002;88;2;;02;20230606;00;;;2023-06-06;4110700;;RUA;RENATO BERBERT DE CASTRO;785;;STELLA MARIS;41601185;BA;3849;71;33411849;;;;;MARDEVERANOEMPREENDIMENTOS@GMAIL.COM;;
51356297;0001;63;1;;02;20230710;00;;;2023-07-10;4110700;4120400,6810201;AVENIDA;SANTOS DUMONT;6072;LOJA  01;PITANGUEIRAS;42701260;BA;3685;31;34315400;;;;;EMPRESARIAL@DIRECIONAL.COM.BR;;
51384742;0001;07;1;;02;20230711;00;;;2023-07-11;4110700;4120400,6810201,6810202,6810203;RUA;JACOBINA;000160;EDIF  MAXIMINO PEREZ      EDIF  GARRIDO             PAVMTO4                   SALA  401;RIO VERMELHO;41940160;BA;3849;71;30253800;;;;;CONTATO@ANDRADESIMOES.COM.BR;;
51410859;0001;00;1;FF FERAGENS;02;20230713;00;;;2023-07-13;4120400;4391600,4399102;RUA;PORTUGAL;000074;EDIF  REGENTE FEIJO       SALA  607;COMERCIO;40015001;BA;3849;71;88458275;;;;;FERRAGEMFLAVIO.2023@GMAIL.COM;;
51496358;0001;98;1;CONSTRUTORA SF;02;20230720;00;;;2023-07-20;4120400;6810201,6822600,7112000;AVENIDA;VASCO DA GAMA;003691;EDIF  VASCO DA GAMA PLAZA SALA  1404                BLOCO 0000A;ACUPE DE BROTAS;40290350;BA;3849;71;92470390;;;;;SERGIO.FARIAS@REALIZAENG.COM.BR;;
51510792;0001;85;1;;02;20230721;00;;;2023-07-21;4110700;4120400,4211101,4213800,4221901,4222701,4223500,4299599,4313400,4391600,4399101,6462000,6463800,6810202,6810203,6822600;RODOVIA;BR 101;SN;      ZONA RURAL;SANTA MADALENA;44440040;BA;3873;71;32417920;;;;;SETORPROCURADORIA@GMAIL.COM;;
51537886;0001;48;1;MS EMPREENDIMENTO;02;20230724;00;;;2023-07-24;4120400;4213800,4313400,4530705,4642702,4649408,4649499,4673700,4744001,4744099,7810800,8130300;RUA;RIO DE JANEIRO;269;SALA  2;CENTRO;46430000;BA;3533;77;99930139;;;;;MSEMPREENDIMENTOSGBI@GMAIL.COM;;
51558049;0001;03;1;JH INCORPORACOES E CONSTRUCOES;02;20230725;00;;;2023-07-25;4110700;4120400;RUA;PROFESSOR LEONIDIO ROCHA;08;      EMP ELITON RIOS     SALA  201;CENTRO;44001512;BA;3515;75;32233334;;;;;ELITONRIOSFEIRA@HOTMAIL.COM;;
